x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1.473124583614047,-0.9236604941514648,0.7622271419320538,0.26973192218966136,-0.1658113981634513,0.28988891344097667,0.7945554676600283,0.15359100177017415,-0.3784791123840344,-0.851831315799312,1
1.0275403387905266,-2.8929422538968517,1.1742266159885408,3.253781275524065,-2.3852674360194213,-0.5542680131237263,1.6498745960563501,-1.5766064033582614,0.821127408402207,0.6897821472143838,2
3.8253978247496185,-1.495924746299054,-3.715730450408386,4.072912968449594,-2.4127919960072135,1.2473516697175957,-1.3372009583699227,-2.875847975855531,-0.31267821710699994,4.006682353759933,2
-0.6545274572201751,-0.7331856953586792,2.223587788671906,-4.477368250953779,-1.6829222375899053,1.8871757409828145,1.2703315638269872,0.6519915099609798,4.124518189224805,0.9771663466456804,1
-2.0606227738149094,-2.1198988329081656,0.45019164088587066,4.871737170615805,0.1703259633682928,-2.2321554167313673,1.7801033435892788,-1.5174478083825447,-2.183317045398574,1.7843318370532641,0
3.7964785234553067,1.2567239479046632,-0.969948957373521,-0.7723026986539967,2.0512219545432377,1.244108386652456,0.8592017895096586,1.1178147312699542,-1.217298046593641,-3.329680625511338,1
0.6187764446928261,-3.1580550209011506,-1.7271524027830072,9.655853326198843,-2.00524663196616,-2.778823836795304,-1.3722969489553691,-2.629832996803687,-3.843036494926908,1.7939045454757223,2
1.1409913588377274,-1.6670833118312731,-0.39349595493145734,2.614780273723001,-2.987446775602841,-0.04356442899261925,-1.0066325427139913,-1.7185872863326082,0.7488779121401581,0.4455569224820015,1
-3.790217177743034,0.37811255769111285,-5.311199641701686,-0.28960597435221097,-0.18734521969498796,4.821914269697935,-2.8687185555086563,-1.2303396256392034,-3.3916807102329836,-0.07236157772272955,0
-3.0723037613348616,2.948328610959128,-2.3799499590811637,-2.618543388769743,-0.6562226036609788,1.225234007072486,-4.691422813667328,-0.2905121149675225,-0.6331229968824312,-3.0813273530323873,0
0.37103268972236425,-1.1863476380363678,-3.750141222351927,-1.3597769643648947,-2.9781586823650033,5.576934907101723,-0.1700229054989919,-2.957825742351077,1.395726426658891,1.7553240316112562,0
0.04095548832151352,-2.1973019404596807,-0.05138971710456177,6.177597519017077,-1.775771458266501,-2.8627881738383634,-0.007595943382541659,-2.431505369045738,-1.2344154046049791,1.9251127483429387,0
2.413545133026312,-3.045619946414302,3.198707394420573,1.8622335967565526,-2.642703100151038,-1.0947404413973552,1.019453403690959,0.6925848205645966,2.2183410780570223,0.23599674195013753,2
1.855036347413963,-1.0653788734189267,-1.575279645630223,2.1378013933517415,-1.7459428143798936,0.6272523189373482,-0.5646767511207391,-1.6839373634568566,0.2304203162656412,1.8488772378287615,2
2.6646108094465055,-2.4069795421141738,0.5429039522642742,2.3176459501161393,-3.6338800155334217,0.6094715470034104,-1.5853141848758288,-0.10502184536185444,1.0473759407691097,-1.2938472061240511,2
2.703120992256805,-1.0938205310544062,0.5565588220394373,1.7615971471155194,-0.022039974133243004,0.4082574426261222,0.3432138428727034,1.2409866632622175,-1.335285327030499,-3.7153124418579075,1
-1.5850298086556363,-2.374796563603516,2.0050878230412232,-0.3115953367318269,-0.6435505183641744,0.5403513396970171,1.2485472856993085,1.3610853328437642,0.8811988119019387,2.4024306362051266,1
